Number of tracking points : 15668
Max speed : 103(old) -> 103(new)
Damage : 0(old) -> 0(new)
Total Time taken old tracking file : 12:51:49
Total Time taken new tracking file : 12:51:49

 | No    | X                      | Y                        | Heading    | Speed      | Damage | Date and Time                                  | 
 | 28525 | -45527.22 -> -45527.22 | -56290.55 -> -56290.55   | 89 -> 89   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:31:42 AM -> 12/8/2020 7:47:12 AM   | 
 | 28527 | -45492.8 -> -45492.8   | -56333.44 -> -56333.44   | 89 -> 89   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:31:44 AM -> 12/8/2020 7:47:14 AM   | 
 | 28529 | -45457.86 -> -45457.86 | -56376.49 -> -56376.49   | 89 -> 89   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:31:46 AM -> 12/8/2020 7:47:16 AM   | 
 | 28531 | -45422.63 -> -45422.63 | -56418.73 -> -56418.73   | 89 -> 89   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:31:48 AM -> 12/8/2020 7:47:18 AM   | 
 | 28533 | -45388.23 -> -45388.23 | -56461.64 -> -56461.64   | 90 -> 90   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:31:50 AM -> 12/8/2020 7:47:20 AM   | 
 | 28535 | -45355.25 -> -45355.25 | -56506.24 -> -56506.24   | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:31:52 AM -> 12/8/2020 7:47:22 AM   | 
 | 28537 | -45323.37 -> -45323.37 | -56550.49 -> -56550.49   | 90 -> 90   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:31:54 AM -> 12/8/2020 7:47:24 AM   | 
 | 28539 | -45291.19 -> -45291.19 | -56595.1 -> -56595.1     | 90 -> 90   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:31:56 AM -> 12/8/2020 7:47:26 AM   | 
 | 28541 | -45258.98 -> -45258.98 | -56639.13 -> -56639.13   | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:31:58 AM -> 12/8/2020 7:47:28 AM   | 
 | 28543 | -45226.57 -> -45226.57 | -56683.56 -> -56683.56   | 90 -> 90   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:00 AM -> 12/8/2020 7:47:30 AM   | 
 | 28545 | -45194.27 -> -45194.27 | -56729.18 -> -56729.18   | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:02 AM -> 12/8/2020 7:47:32 AM   | 
 | 28547 | -45163.09 -> -45163.09 | -56773.38 -> -56773.38   | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:04 AM -> 12/8/2020 7:47:34 AM   | 
 | 28549 | -45130.57 -> -45130.57 | -56817.73 -> -56817.73   | 90 -> 90   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:06 AM -> 12/8/2020 7:47:36 AM   | 
 | 28551 | -45097.08 -> -45097.08 | -56861.93 -> -56861.93   | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:08 AM -> 12/8/2020 7:47:38 AM   | 
 | 28553 | -45064.57 -> -45064.57 | -56905.73 -> -56905.73   | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:10 AM -> 12/8/2020 7:47:40 AM   | 
 | 28555 | -45032.66 -> -45032.66 | -56950.52 -> -56950.52   | 90 -> 90   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:12 AM -> 12/8/2020 7:47:42 AM   | 
 | 28557 | -45001.84 -> -45001.84 | -56996.07 -> -56996.07   | 91 -> 91   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:14 AM -> 12/8/2020 7:47:44 AM   | 
 | 28559 | -44971.49 -> -44971.49 | -57043.03 -> -57043.03   | 91 -> 91   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:16 AM -> 12/8/2020 7:47:46 AM   | 
 | 28561 | -44942.87 -> -44942.87 | -57088.38 -> -57088.38   | 91 -> 91   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:18 AM -> 12/8/2020 7:47:48 AM   | 
 | 28563 | -44912.75 -> -44912.75 | -57135.48 -> -57135.48   | 91 -> 91   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:20 AM -> 12/8/2020 7:47:50 AM   | 
 | 28565 | -44883.14 -> -44883.14 | -57181.84 -> -57181.84   | 91 -> 91   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:22 AM -> 12/8/2020 7:47:52 AM   | 
 | 28567 | -44854.25 -> -44854.25 | -57228.1 -> -57228.1     | 91 -> 91   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:24 AM -> 12/8/2020 7:47:54 AM   | 
 | 28569 | -44825.12 -> -44825.12 | -57274.73 -> -57274.73   | 91 -> 91   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:26 AM -> 12/8/2020 7:47:56 AM   | 
 | 28571 | -44795.6 -> -44795.6   | -57321.64 -> -57321.64   | 91 -> 91   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:28 AM -> 12/8/2020 7:47:58 AM   | 
 | 28573 | -44766.41 -> -44766.41 | -57368.82 -> -57368.82   | 91 -> 91   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:30 AM -> 12/8/2020 7:48:00 AM   | 
 | 28575 | -44739.07 -> -44739.07 | -57416.05 -> -57416.05   | 92 -> 92   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:32 AM -> 12/8/2020 7:48:02 AM   | 
 | 28577 | -44714.98 -> -44714.98 | -57464.46 -> -57464.46   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:34 AM -> 12/8/2020 7:48:04 AM   | 
 | 28579 | -44692.69 -> -44692.69 | -57516.22 -> -57516.22   | 94 -> 94   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:36 AM -> 12/8/2020 7:48:06 AM   | 
 | 28581 | -44673.23 -> -44673.23 | -57567.18 -> -57567.18   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:38 AM -> 12/8/2020 7:48:08 AM   | 
 | 28583 | -44655.18 -> -44655.18 | -57620.09 -> -57620.09   | 95 -> 95   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:40 AM -> 12/8/2020 7:48:10 AM   | 
 | 28585 | -44637.75 -> -44637.75 | -57672.73 -> -57672.73   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:42 AM -> 12/8/2020 7:48:12 AM   | 
 | 28587 | -44620.75 -> -44620.75 | -57725.04 -> -57725.04   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:44 AM -> 12/8/2020 7:48:14 AM   | 
 | 28589 | -44603.28 -> -44603.28 | -57777.18 -> -57777.18   | 95 -> 95   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:46 AM -> 12/8/2020 7:48:16 AM   | 
 | 28591 | -44586.76 -> -44586.76 | -57829.15 -> -57829.15   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:48 AM -> 12/8/2020 7:48:18 AM   | 
 | 28593 | -44568.98 -> -44568.98 | -57881.68 -> -57881.68   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:50 AM -> 12/8/2020 7:48:20 AM   | 
 | 28595 | -44553.06 -> -44553.06 | -57933.84 -> -57933.84   | 96 -> 96   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:52 AM -> 12/8/2020 7:48:22 AM   | 
 | 28597 | -44539.75 -> -44539.75 | -57987.2 -> -57987.2     | 97 -> 97   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:54 AM -> 12/8/2020 7:48:24 AM   | 
 | 28599 | -44529.43 -> -44529.43 | -58041.68 -> -58041.68   | 97 -> 97   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:32:56 AM -> 12/8/2020 7:48:26 AM   | 
 | 28601 | -44523.91 -> -44523.91 | -58096.83 -> -58096.83   | 99 -> 99   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:32:58 AM -> 12/8/2020 7:48:28 AM   | 
 | 28603 | -44526.14 -> -44526.14 | -58151.26 -> -58151.26   | 2 -> 2     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:33:00 AM -> 12/8/2020 7:48:30 AM   | 
 | 28605 | -44538.51 -> -44538.51 | -58204.74 -> -58204.74   | 5 -> 5     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:02 AM -> 12/8/2020 7:48:32 AM   | 
 | 28607 | -44564.29 -> -44564.29 | -58252.57 -> -58252.57   | 10 -> 10   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:33:04 AM -> 12/8/2020 7:48:34 AM   | 
 | 28609 | -44602.99 -> -44602.99 | -58291.52 -> -58291.52   | 14 -> 14   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:33:06 AM -> 12/8/2020 7:48:36 AM   | 
 | 28611 | -44648.12 -> -44648.12 | -58324.49 -> -58324.49   | 16 -> 16   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:33:08 AM -> 12/8/2020 7:48:38 AM   | 
 | 28613 | -44696.04 -> -44696.04 | -58350.45 -> -58350.45   | 18 -> 18   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:33:10 AM -> 12/8/2020 7:48:40 AM   | 
 | 28615 | -44747.23 -> -44747.23 | -58370.45 -> -58370.45   | 20 -> 20   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:33:12 AM -> 12/8/2020 7:48:42 AM   | 
 | 28617 | -44799.69 -> -44799.69 | -58385.3 -> -58385.3     | 21 -> 21   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:33:14 AM -> 12/8/2020 7:48:44 AM   | 
 | 28619 | -44853.98 -> -44853.98 | -58396.52 -> -58396.52   | 22 -> 22   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:16 AM -> 12/8/2020 7:48:46 AM   | 
 | 28621 | -44908.38 -> -44908.38 | -58404.53 -> -58404.53   | 23 -> 23   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:18 AM -> 12/8/2020 7:48:48 AM   | 
 | 28623 | -44963.55 -> -44963.55 | -58409.97 -> -58409.97   | 24 -> 24   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:20 AM -> 12/8/2020 7:48:50 AM   | 
 | 28625 | -45018.44 -> -45018.44 | -58413.16 -> -58413.16   | 24 -> 24   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:22 AM -> 12/8/2020 7:48:52 AM   | 
 | 28627 | -45073.83 -> -45073.83 | -58415.58 -> -58415.58   | 24 -> 24   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:24 AM -> 12/8/2020 7:48:54 AM   | 
 | 28629 | -45129.22 -> -45129.22 | -58414.68 -> -58414.68   | 26 -> 26   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:26 AM -> 12/8/2020 7:48:56 AM   | 
 | 28631 | -45183.62 -> -45183.62 | -58415.68 -> -58415.68   | 23 -> 23   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:28 AM -> 12/8/2020 7:48:58 AM   | 
 | 28633 | -45236.38 -> -45236.38 | -58430.21 -> -58430.21   | 19 -> 19   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:30 AM -> 12/8/2020 7:49:00 AM   | 
 | 28635 | -45282.66 -> -45282.66 | -58457.87 -> -58457.87   | 14 -> 14   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:32 AM -> 12/8/2020 7:49:02 AM   | 
 | 28637 | -45322.13 -> -45322.13 | -58498.08 -> -58498.08   | 11 -> 11   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:33:34 AM -> 12/8/2020 7:49:04 AM   | 
 | 28639 | -45354.85 -> -45354.85 | -58541.69 -> -58541.69   | 10 -> 10   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:36 AM -> 12/8/2020 7:49:06 AM   | 
 | 28641 | -45386.52 -> -45386.52 | -58587.82 -> -58587.82   | 10 -> 10   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:38 AM -> 12/8/2020 7:49:08 AM   | 
 | 28643 | -45416.98 -> -45416.98 | -58632.49 -> -58632.49   | 9 -> 9     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:33:40 AM -> 12/8/2020 7:49:10 AM   | 
 | 28645 | -45447.71 -> -45447.71 | -58679.2 -> -58679.2     | 9 -> 9     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:42 AM -> 12/8/2020 7:49:12 AM   | 
 | 28647 | -45476.42 -> -45476.42 | -58725.05 -> -58725.05   | 9 -> 9     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:44 AM -> 12/8/2020 7:49:14 AM   | 
 | 28649 | -45504.17 -> -45504.17 | -58771.46 -> -58771.46   | 8 -> 8     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:33:46 AM -> 12/8/2020 7:49:16 AM   | 
 | 28651 | -45527.22 -> -45527.22 | -58811.61 -> -58811.61   | 8 -> 8     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:48 AM -> 12/8/2020 7:49:18 AM   | 
 | 28653 | -45554.32 -> -45554.32 | -58861.04 -> -58861.04   | 8 -> 8     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:33:50 AM -> 12/8/2020 7:49:20 AM   | 
 | 28655 | -45579.24 -> -45579.24 | -58909.04 -> -58909.04   | 8 -> 8     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:52 AM -> 12/8/2020 7:49:22 AM   | 
 | 28657 | -45610.24 -> -45610.24 | -58951.59 -> -58951.59   | 11 -> 11   | 97 -> 97   | 0 -> 0 | 12/6/2020 7:33:54 AM -> 12/8/2020 7:49:24 AM   | 
 | 28659 | -45649.77 -> -45649.77 | -58989.9 -> -58989.9     | 14 -> 14   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:56 AM -> 12/8/2020 7:49:26 AM   | 
 | 28661 | -45692.04 -> -45692.04 | -59027.75 -> -59027.75   | 13 -> 13   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:33:58 AM -> 12/8/2020 7:49:28 AM   | 
 | 28663 | -45732.6 -> -45732.6   | -59064.75 -> -59064.75   | 13 -> 13   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:34:00 AM -> 12/8/2020 7:49:30 AM   | 
 | 28665 | -45774.43 -> -45774.43 | -59102.58 -> -59102.58   | 13 -> 13   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:34:02 AM -> 12/8/2020 7:49:32 AM   | 
 | 28667 | -45814.93 -> -45814.93 | -59139.2 -> -59139.2     | 13 -> 13   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:34:04 AM -> 12/8/2020 7:49:34 AM   | 
 | 28669 | -45853.64 -> -45853.64 | -59174.19 -> -59174.19   | 13 -> 13   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:34:06 AM -> 12/8/2020 7:49:36 AM   | 
 | 28671 | -45896.07 -> -45896.07 | -59212.07 -> -59212.07   | 13 -> 13   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:34:08 AM -> 12/8/2020 7:49:38 AM   | 
 | 28673 | -45938.59 -> -45938.59 | -59249.12 -> -59249.12   | 14 -> 14   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:34:10 AM -> 12/8/2020 7:49:40 AM   | 
 | 28675 | -45980.06 -> -45980.06 | -59285.18 -> -59285.18   | 14 -> 14   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:34:12 AM -> 12/8/2020 7:49:42 AM   | 
 | 28677 | -46022.67 -> -46022.67 | -59319.35 -> -59319.35   | 15 -> 15   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:34:14 AM -> 12/8/2020 7:49:44 AM   | 
 | 28679 | -46067.88 -> -46067.88 | -59351.41 -> -59351.41   | 16 -> 16   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:34:16 AM -> 12/8/2020 7:49:46 AM   | 
 | 28681 | -46115 -> -46115       | -59381.19 -> -59381.19   | 16 -> 16   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:34:18 AM -> 12/8/2020 7:49:48 AM   | 
 | 28683 | -46160.22 -> -46160.22 | -59408.45 -> -59408.45   | 17 -> 17   | 91 -> 91   | 0 -> 0 | 12/6/2020 7:34:20 AM -> 12/8/2020 7:49:50 AM   | 
 | 28685 | -46202.2 -> -46202.2   | -59427.48 -> -59427.48   | 19 -> 19   | 75 -> 75   | 0 -> 0 | 12/6/2020 7:34:22 AM -> 12/8/2020 7:49:52 AM   | 
 | 28687 | -46237.5 -> -46237.5   | -59450.07 -> -59450.07   | 15 -> 15   | 79 -> 79   | 0 -> 0 | 12/6/2020 7:34:24 AM -> 12/8/2020 7:49:54 AM   | 
 | 28689 | -46277.35 -> -46277.35 | -59474.51 -> -59474.51   | 17 -> 17   | 86 -> 86   | 0 -> 0 | 12/6/2020 7:34:26 AM -> 12/8/2020 7:49:56 AM   | 
 | 28691 | -46320.6 -> -46320.6   | -59497.64 -> -59497.64   | 17 -> 17   | 87 -> 87   | 0 -> 0 | 12/6/2020 7:34:28 AM -> 12/8/2020 7:49:58 AM   | 
 | 28693 | -46360.87 -> -46360.87 | -59524.96 -> -59524.96   | 14 -> 14   | 91 -> 91   | 0 -> 0 | 12/6/2020 7:34:30 AM -> 12/8/2020 7:50:00 AM   | 
 | 28695 | -46398.59 -> -46398.59 | -59561.27 -> -59561.27   | 12 -> 12   | 94 -> 94   | 0 -> 0 | 12/6/2020 7:34:32 AM -> 12/8/2020 7:50:02 AM   | 
 | 28697 | -46433.99 -> -46433.99 | -59602.09 -> -59602.09   | 11 -> 11   | 96 -> 96   | 0 -> 0 | 12/6/2020 7:34:34 AM -> 12/8/2020 7:50:04 AM   | 
 | 28699 | -46468.84 -> -46468.84 | -59643.07 -> -59643.07   | 11 -> 11   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:34:36 AM -> 12/8/2020 7:50:06 AM   | 
 | 28701 | -46504.02 -> -46504.02 | -59685.16 -> -59685.16   | 11 -> 11   | 97 -> 97   | 0 -> 0 | 12/6/2020 7:34:38 AM -> 12/8/2020 7:50:08 AM   | 
 | 28703 | -46538.84 -> -46538.84 | -59726.77 -> -59726.77   | 11 -> 11   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:34:40 AM -> 12/8/2020 7:50:10 AM   | 
 | 28705 | -46573.72 -> -46573.72 | -59768.57 -> -59768.57   | 11 -> 11   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:34:42 AM -> 12/8/2020 7:50:12 AM   | 
 | 28707 | -46609.54 -> -46609.54 | -59811.59 -> -59811.59   | 11 -> 11   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:34:44 AM -> 12/8/2020 7:50:14 AM   | 
 | 28709 | -46637.16 -> -46637.16 | -59858.37 -> -59858.37   | 6 -> 6     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:34:46 AM -> 12/8/2020 7:50:16 AM   | 
 | 28711 | -46651.81 -> -46651.81 | -59912.18 -> -59912.18   | 3 -> 3     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:34:48 AM -> 12/8/2020 7:50:18 AM   | 
 | 28713 | -46662.39 -> -46662.39 | -59965.74 -> -59965.74   | 4 -> 4     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:34:50 AM -> 12/8/2020 7:50:20 AM   | 
 | 28715 | -46674.13 -> -46674.13 | -60019.45 -> -60019.45   | 3 -> 3     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:34:52 AM -> 12/8/2020 7:50:22 AM   | 
 | 28717 | -46681.87 -> -46681.87 | -60073.86 -> -60073.86   | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:34:54 AM -> 12/8/2020 7:50:24 AM   | 
 | 28719 | -46682.48 -> -46682.48 | -60128.4 -> -60128.4     | 99 -> 99   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:34:56 AM -> 12/8/2020 7:50:26 AM   | 
 | 28721 | -46678.31 -> -46678.31 | -60184.08 -> -60184.08   | 97 -> 97   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:34:58 AM -> 12/8/2020 7:50:28 AM   | 
 | 28723 | -46657.56 -> -46657.56 | -60234.12 -> -60234.12   | 91 -> 91   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:00 AM -> 12/8/2020 7:50:30 AM   | 
 | 28725 | -46624.11 -> -46624.11 | -60278.36 -> -60278.36   | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:02 AM -> 12/8/2020 7:50:32 AM   | 
 | 28727 | -46591.38 -> -46591.38 | -60321.38 -> -60321.38   | 89 -> 89   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:35:04 AM -> 12/8/2020 7:50:34 AM   | 
 | 28729 | -46554.84 -> -46554.84 | -60363.09 -> -60363.09   | 88 -> 88   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:06 AM -> 12/8/2020 7:50:36 AM   | 
 | 28731 | -46514.92 -> -46514.92 | -60400.28 -> -60400.28   | 86 -> 86   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:35:08 AM -> 12/8/2020 7:50:38 AM   | 
 | 28733 | -46470.85 -> -46470.85 | -60433.89 -> -60433.89   | 85 -> 85   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:35:10 AM -> 12/8/2020 7:50:40 AM   | 
 | 28735 | -46423.98 -> -46423.98 | -60462.61 -> -60462.61   | 83 -> 83   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:12 AM -> 12/8/2020 7:50:42 AM   | 
 | 28737 | -46372.91 -> -46372.91 | -60483.94 -> -60483.94   | 80 -> 80   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:35:14 AM -> 12/8/2020 7:50:44 AM   | 
 | 28739 | -46319.95 -> -46319.95 | -60496.8 -> -60496.8     | 78 -> 78   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:16 AM -> 12/8/2020 7:50:46 AM   | 
 | 28741 | -46267.56 -> -46267.56 | -60511.68 -> -60511.68   | 81 -> 81   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:18 AM -> 12/8/2020 7:50:48 AM   | 
 | 28743 | -46219.49 -> -46219.49 | -60538.09 -> -60538.09   | 85 -> 85   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:20 AM -> 12/8/2020 7:50:50 AM   | 
 | 28745 | -46179.9 -> -46179.9   | -60575.84 -> -60575.84   | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:22 AM -> 12/8/2020 7:50:52 AM   | 
 | 28747 | -46162.91 -> -46162.91 | -60627.81 -> -60627.81   | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:35:24 AM -> 12/8/2020 7:50:54 AM   | 
 | 28749 | -46163.41 -> -46163.41 | -60682.76 -> -60682.76   | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:26 AM -> 12/8/2020 7:50:56 AM   | 
 | 28751 | -46167.56 -> -46167.56 | -60737.11 -> -60737.11   | 1 -> 1     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:35:28 AM -> 12/8/2020 7:50:58 AM   | 
 | 28753 | -46172.24 -> -46172.24 | -60792.83 -> -60792.83   | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:30 AM -> 12/8/2020 7:51:00 AM   | 
 | 28755 | -46177.27 -> -46177.27 | -60847.6 -> -60847.6     | 2 -> 2     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:35:32 AM -> 12/8/2020 7:51:02 AM   | 
 | 28757 | -46181.74 -> -46181.74 | -60902.88 -> -60902.88   | 1 -> 1     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:35:34 AM -> 12/8/2020 7:51:04 AM   | 
 | 28759 | -46183.35 -> -46183.35 | -60957.37 -> -60957.37   | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:35:36 AM -> 12/8/2020 7:51:06 AM   | 
 | 28761 | -46172.05 -> -46172.05 | -61011.34 -> -61011.34   | 94 -> 94   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:38 AM -> 12/8/2020 7:51:08 AM   | 
 | 28763 | -46144.99 -> -46144.99 | -61059.1 -> -61059.1     | 90 -> 90   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:35:40 AM -> 12/8/2020 7:51:10 AM   | 
 | 28765 | -46109.1 -> -46109.1   | -61100.06 -> -61100.06   | 87 -> 87   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:35:42 AM -> 12/8/2020 7:51:12 AM   | 
 | 28767 | -46065.28 -> -46065.28 | -61133.96 -> -61133.96   | 84 -> 84   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:44 AM -> 12/8/2020 7:51:14 AM   | 
 | 28769 | -46018.63 -> -46018.63 | -61162.21 -> -61162.21   | 84 -> 84   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:35:46 AM -> 12/8/2020 7:51:16 AM   | 
 | 28771 | -45979.93 -> -45979.93 | -61186.7 -> -61186.7     | 86 -> 86   | 65 -> 65   | 0 -> 0 | 12/6/2020 7:35:48 AM -> 12/8/2020 7:51:18 AM   | 
 | 28773 | -45957.26 -> -45957.26 | -61212.59 -> -61212.59   | 86 -> 86   | 58 -> 58   | 0 -> 0 | 12/6/2020 7:35:50 AM -> 12/8/2020 7:51:20 AM   | 
 | 28775 | -45924.91 -> -45924.91 | -61223.55 -> -61223.55   | 82 -> 82   | 66 -> 66   | 0 -> 0 | 12/6/2020 7:35:52 AM -> 12/8/2020 7:51:22 AM   | 
 | 28777 | -45893 -> -45893       | -61246.32 -> -61246.32   | 86 -> 86   | 74 -> 74   | 0 -> 0 | 12/6/2020 7:35:54 AM -> 12/8/2020 7:51:24 AM   | 
 | 28779 | -45859.51 -> -45859.51 | -61273.79 -> -61273.79   | 86 -> 86   | 80 -> 80   | 0 -> 0 | 12/6/2020 7:35:56 AM -> 12/8/2020 7:51:26 AM   | 
 | 28781 | -45823.66 -> -45823.66 | -61302.95 -> -61302.95   | 86 -> 86   | 86 -> 86   | 0 -> 0 | 12/6/2020 7:35:58 AM -> 12/8/2020 7:51:28 AM   | 
 | 28783 | -45786.54 -> -45786.54 | -61335.35 -> -61335.35   | 87 -> 87   | 87 -> 87   | 0 -> 0 | 12/6/2020 7:36:00 AM -> 12/8/2020 7:51:30 AM   | 
 | 28785 | -45750.91 -> -45750.91 | -61368.93 -> -61368.93   | 87 -> 87   | 92 -> 92   | 0 -> 0 | 12/6/2020 7:36:02 AM -> 12/8/2020 7:51:32 AM   | 
 | 28787 | -45713.11 -> -45713.11 | -61405.46 -> -61405.46   | 87 -> 87   | 95 -> 95   | 0 -> 0 | 12/6/2020 7:36:04 AM -> 12/8/2020 7:51:34 AM   | 
 | 28789 | -45672.71 -> -45672.71 | -61442.04 -> -61442.04   | 86 -> 86   | 97 -> 97   | 0 -> 0 | 12/6/2020 7:36:06 AM -> 12/8/2020 7:51:36 AM   | 
 | 28791 | -45630.57 -> -45630.57 | -61476.22 -> -61476.22   | 86 -> 86   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:08 AM -> 12/8/2020 7:51:38 AM   | 
 | 28793 | -45588.87 -> -45588.87 | -61511.96 -> -61511.96   | 86 -> 86   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:10 AM -> 12/8/2020 7:51:40 AM   | 
 | 28795 | -45548.39 -> -45548.39 | -61547.81 -> -61547.81   | 87 -> 87   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:12 AM -> 12/8/2020 7:51:42 AM   | 
