Number of tracking points : 15668
Max speed : 103(old) -> 103(new)
Damage : 0(old) -> 0(new)
Total Time taken old tracking file : 12:51:49
Total Time taken new tracking file : 12:51:49

 | No    | X                      | Y                        | Heading    | Speed      | Damage | Date and Time                                  | 
 | 28797 | -45512.18 -> -45512.18 | -61590.35 -> -61590.35   | 90 -> 90   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:14 AM -> 12/8/2020 7:51:44 AM   | 
 | 28799 | -45484.26 -> -45484.26 | -61638.11 -> -61638.11   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:16 AM -> 12/8/2020 7:51:46 AM   | 
 | 28801 | -45463.61 -> -45463.61 | -61689.09 -> -61689.09   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:18 AM -> 12/8/2020 7:51:48 AM   | 
 | 28803 | -45449.01 -> -45449.01 | -61742.57 -> -61742.57   | 96 -> 96   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:20 AM -> 12/8/2020 7:51:50 AM   | 
 | 28805 | -45439.76 -> -45439.76 | -61796.74 -> -61796.74   | 98 -> 98   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:22 AM -> 12/8/2020 7:51:52 AM   | 
 | 28807 | -45436.73 -> -45436.73 | -61851.65 -> -61851.65   | 100 -> 100 | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:24 AM -> 12/8/2020 7:51:54 AM   | 
 | 28809 | -45437.67 -> -45437.67 | -61908.01 -> -61908.01   | 1 -> 1     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:26 AM -> 12/8/2020 7:51:56 AM   | 
 | 28811 | -45441.91 -> -45441.91 | -61961.91 -> -61961.91   | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:28 AM -> 12/8/2020 7:51:58 AM   | 
 | 28813 | -45446.13 -> -45446.13 | -62016.76 -> -62016.76   | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:30 AM -> 12/8/2020 7:52:00 AM   | 
 | 28815 | -45449.43 -> -45449.43 | -62071.66 -> -62071.66   | 1 -> 1     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:32 AM -> 12/8/2020 7:52:02 AM   | 
 | 28817 | -45450.26 -> -45450.26 | -62127.09 -> -62127.09   | 100 -> 100 | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:34 AM -> 12/8/2020 7:52:04 AM   | 
 | 28819 | -45447.66 -> -45447.66 | -62181.57 -> -62181.57   | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:36 AM -> 12/8/2020 7:52:06 AM   | 
 | 28821 | -45442.31 -> -45442.31 | -62236.76 -> -62236.76   | 98 -> 98   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:38 AM -> 12/8/2020 7:52:08 AM   | 
 | 28823 | -45432.32 -> -45432.32 | -62290.35 -> -62290.35   | 96 -> 96   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:40 AM -> 12/8/2020 7:52:10 AM   | 
 | 28825 | -45415.76 -> -45415.76 | -62343.25 -> -62343.25   | 94 -> 94   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:42 AM -> 12/8/2020 7:52:12 AM   | 
 | 28827 | -45393.76 -> -45393.76 | -62393.63 -> -62393.63   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:44 AM -> 12/8/2020 7:52:14 AM   | 
 | 28829 | -45367.47 -> -45367.47 | -62440.87 -> -62440.87   | 91 -> 91   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:46 AM -> 12/8/2020 7:52:16 AM   | 
 | 28831 | -45336.48 -> -45336.48 | -62486.83 -> -62486.83   | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:48 AM -> 12/8/2020 7:52:18 AM   | 
 | 28833 | -45303.45 -> -45303.45 | -62530.8 -> -62530.8     | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:50 AM -> 12/8/2020 7:52:20 AM   | 
 | 28835 | -45271.72 -> -45271.72 | -62575.72 -> -62575.72   | 90 -> 90   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:52 AM -> 12/8/2020 7:52:22 AM   | 
 | 28837 | -45240.82 -> -45240.82 | -62621.77 -> -62621.77   | 91 -> 91   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:54 AM -> 12/8/2020 7:52:24 AM   | 
 | 28839 | -45211.26 -> -45211.26 | -62667.06 -> -62667.06   | 91 -> 91   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:36:56 AM -> 12/8/2020 7:52:26 AM   | 
 | 28841 | -45180.64 -> -45180.64 | -62714.94 -> -62714.94   | 91 -> 91   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:36:58 AM -> 12/8/2020 7:52:28 AM   | 
 | 28843 | -45151.58 -> -45151.58 | -62761.63 -> -62761.63   | 91 -> 91   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:00 AM -> 12/8/2020 7:52:30 AM   | 
 | 28845 | -45122.85 -> -45122.85 | -62808 -> -62808         | 91 -> 91   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:02 AM -> 12/8/2020 7:52:32 AM   | 
 | 28847 | -45095.11 -> -45095.11 | -62855.94 -> -62855.94   | 92 -> 92   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:04 AM -> 12/8/2020 7:52:34 AM   | 
 | 28849 | -45073.06 -> -45073.06 | -62906.22 -> -62906.22   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:06 AM -> 12/8/2020 7:52:36 AM   | 
 | 28851 | -45042.45 -> -45042.45 | -62950.95 -> -62950.95   | 88 -> 88   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:08 AM -> 12/8/2020 7:52:38 AM   | 
 | 28853 | -44998.6 -> -44998.6   | -62985.48 -> -62985.48   | 84 -> 84   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:10 AM -> 12/8/2020 7:52:40 AM   | 
 | 28855 | -44950.08 -> -44950.08 | -63010.22 -> -63010.22   | 81 -> 81   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:12 AM -> 12/8/2020 7:52:42 AM   | 
 | 28857 | -44897.42 -> -44897.42 | -63025.89 -> -63025.89   | 78 -> 78   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:14 AM -> 12/8/2020 7:52:44 AM   | 
 | 28859 | -44843.04 -> -44843.04 | -63034.3 -> -63034.3     | 77 -> 77   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:16 AM -> 12/8/2020 7:52:46 AM   | 
 | 28861 | -44788.38 -> -44788.38 | -63040.29 -> -63040.29   | 77 -> 77   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:18 AM -> 12/8/2020 7:52:48 AM   | 
 | 28863 | -44734.11 -> -44734.11 | -63051.32 -> -63051.32   | 79 -> 79   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:20 AM -> 12/8/2020 7:52:50 AM   | 
 | 28865 | -44681.8 -> -44681.8   | -63066.64 -> -63066.64   | 80 -> 80   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:22 AM -> 12/8/2020 7:52:52 AM   | 
 | 28867 | -44628.8 -> -44628.8   | -63082.89 -> -63082.89   | 80 -> 80   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:24 AM -> 12/8/2020 7:52:54 AM   | 
 | 28869 | -44576.95 -> -44576.95 | -63099.7 -> -63099.7     | 80 -> 80   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:26 AM -> 12/8/2020 7:52:56 AM   | 
 | 28871 | -44524.37 -> -44524.37 | -63117.58 -> -63117.58   | 80 -> 80   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:28 AM -> 12/8/2020 7:52:58 AM   | 
 | 28873 | -44472.98 -> -44472.98 | -63136 -> -63136         | 81 -> 81   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:30 AM -> 12/8/2020 7:53:00 AM   | 
 | 28875 | -44421.22 -> -44421.22 | -63155.59 -> -63155.59   | 81 -> 81   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:32 AM -> 12/8/2020 7:53:02 AM   | 
 | 28877 | -44370 -> -44370       | -63175.59 -> -63175.59   | 80 -> 80   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:34 AM -> 12/8/2020 7:53:04 AM   | 
 | 28879 | -44316.28 -> -44316.28 | -63189.12 -> -63189.12   | 78 -> 78   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:36 AM -> 12/8/2020 7:53:06 AM   | 
 | 28881 | -44261.5 -> -44261.5   | -63193.03 -> -63193.03   | 75 -> 75   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:38 AM -> 12/8/2020 7:53:08 AM   | 
 | 28883 | -44206.92 -> -44206.92 | -63194.43 -> -63194.43   | 76 -> 76   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:40 AM -> 12/8/2020 7:53:10 AM   | 
 | 28885 | -44150.97 -> -44150.97 | -63195.49 -> -63195.49   | 75 -> 75   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:42 AM -> 12/8/2020 7:53:12 AM   | 
 | 28887 | -44096.03 -> -44096.03 | -63197.16 -> -63197.16   | 76 -> 76   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:44 AM -> 12/8/2020 7:53:14 AM   | 
 | 28889 | -44042.65 -> -44042.65 | -63209.41 -> -63209.41   | 81 -> 81   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:46 AM -> 12/8/2020 7:53:16 AM   | 
 | 28891 | -43999.13 -> -43999.13 | -63242.29 -> -63242.29   | 88 -> 88   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:48 AM -> 12/8/2020 7:53:18 AM   | 
 | 28893 | -43963.16 -> -43963.16 | -63283.24 -> -63283.24   | 88 -> 88   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:50 AM -> 12/8/2020 7:53:20 AM   | 
 | 28895 | -43921.15 -> -43921.15 | -63319.33 -> -63319.33   | 85 -> 85   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:52 AM -> 12/8/2020 7:53:22 AM   | 
 | 28897 | -43873.91 -> -43873.91 | -63348.13 -> -63348.13   | 82 -> 82   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:54 AM -> 12/8/2020 7:53:24 AM   | 
 | 28899 | -43822.54 -> -43822.54 | -63363.1 -> -63363.1     | 79 -> 79   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:37:56 AM -> 12/8/2020 7:53:26 AM   | 
 | 28901 | -43769.34 -> -43769.34 | -63380.14 -> -63380.14   | 81 -> 81   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:37:58 AM -> 12/8/2020 7:53:28 AM   | 
 | 28903 | -43718.96 -> -43718.96 | -63402.14 -> -63402.14   | 82 -> 82   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:38:00 AM -> 12/8/2020 7:53:30 AM   | 
 | 28905 | -43670.44 -> -43670.44 | -63427.06 -> -63427.06   | 83 -> 83   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:38:02 AM -> 12/8/2020 7:53:32 AM   | 
 | 28907 | -43620.96 -> -43620.96 | -63454.09 -> -63454.09   | 83 -> 83   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:38:04 AM -> 12/8/2020 7:53:34 AM   | 
 | 28909 | -43572.27 -> -43572.27 | -63480.6 -> -63480.6     | 83 -> 83   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:38:06 AM -> 12/8/2020 7:53:36 AM   | 
 | 28911 | -43522.6 -> -43522.6   | -63502.44 -> -63502.44   | 81 -> 81   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:38:08 AM -> 12/8/2020 7:53:38 AM   | 
 | 28913 | -43470.23 -> -43470.23 | -63516.96 -> -63516.96   | 79 -> 79   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:38:10 AM -> 12/8/2020 7:53:40 AM   | 
 | 28915 | -43418.26 -> -43418.26 | -63532.89 -> -63532.89   | 81 -> 81   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:38:12 AM -> 12/8/2020 7:53:42 AM   | 
 | 28917 | -43366.84 -> -43366.84 | -63554.88 -> -63554.88   | 82 -> 82   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:38:14 AM -> 12/8/2020 7:53:44 AM   | 
 | 28919 | -43321.76 -> -43321.76 | -63585.21 -> -63585.21   | 86 -> 86   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:38:16 AM -> 12/8/2020 7:53:46 AM   | 
 | 28921 | -43285.89 -> -43285.89 | -63627.23 -> -63627.23   | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:38:18 AM -> 12/8/2020 7:53:48 AM   | 
 | 28923 | -43257.73 -> -43257.73 | -63674.78 -> -63674.78   | 92 -> 92   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:38:20 AM -> 12/8/2020 7:53:50 AM   | 
 | 28925 | -43243.19 -> -43243.19 | -63726.66 -> -63726.66   | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:38:22 AM -> 12/8/2020 7:53:52 AM   | 
 | 28927 | -43248.29 -> -43248.29 | -63779.87 -> -63779.87   | 1 -> 1     | 84 -> 84   | 0 -> 0 | 12/6/2020 7:38:24 AM -> 12/8/2020 7:53:54 AM   | 
 | 28929 | -43235.71 -> -43235.71 | -63814.81 -> -63814.81   | 88 -> 88   | 60 -> 60   | 0 -> 0 | 12/6/2020 7:38:26 AM -> 12/8/2020 7:53:56 AM   | 
 | 28931 | -43205.09 -> -43205.09 | -63827.88 -> -63827.88   | 77 -> 77   | 62 -> 62   | 0 -> 0 | 12/6/2020 7:38:28 AM -> 12/8/2020 7:53:58 AM   | 
 | 28933 | -43170.41 -> -43170.41 | -63818.81 -> -63818.81   | 67 -> 67   | 68 -> 68   | 0 -> 0 | 12/6/2020 7:38:30 AM -> 12/8/2020 7:54:00 AM   | 
 | 28935 | -43143.89 -> -43143.89 | -63791 -> -63791         | 57 -> 57   | 72 -> 72   | 0 -> 0 | 12/6/2020 7:38:32 AM -> 12/8/2020 7:54:02 AM   | 
 | 28937 | -43134.31 -> -43134.31 | -63750.17 -> -63750.17   | 53 -> 53   | 81 -> 81   | 0 -> 0 | 12/6/2020 7:38:34 AM -> 12/8/2020 7:54:04 AM   | 
 | 28939 | -43110.34 -> -43110.34 | -63711.71 -> -63711.71   | 65 -> 65   | 83 -> 83   | 0 -> 0 | 12/6/2020 7:38:36 AM -> 12/8/2020 7:54:06 AM   | 
 | 28941 | -43067.76 -> -43067.76 | -63691.63 -> -63691.63   | 70 -> 70   | 87 -> 87   | 0 -> 0 | 12/6/2020 7:38:38 AM -> 12/8/2020 7:54:08 AM   | 
 | 28943 | -43018.04 -> -43018.04 | -63680.9 -> -63680.9     | 73 -> 73   | 93 -> 93   | 0 -> 0 | 12/6/2020 7:38:40 AM -> 12/8/2020 7:54:10 AM   | 
 | 28945 | -42964.9 -> -42964.9   | -63678.11 -> -63678.11   | 75 -> 75   | 97 -> 97   | 0 -> 0 | 12/6/2020 7:38:42 AM -> 12/8/2020 7:54:12 AM   | 
 | 28947 | -42911.36 -> -42911.36 | -63681.81 -> -63681.81   | 77 -> 77   | 96 -> 96   | 0 -> 0 | 12/6/2020 7:38:44 AM -> 12/8/2020 7:54:14 AM   | 
 | 28949 | -42858.88 -> -42858.88 | -63693.99 -> -63693.99   | 79 -> 79   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:38:46 AM -> 12/8/2020 7:54:16 AM   | 
 | 28951 | -42806.49 -> -42806.49 | -63710.56 -> -63710.56   | 80 -> 80   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:38:48 AM -> 12/8/2020 7:54:18 AM   | 
 | 28953 | -42754.15 -> -42754.15 | -63727.53 -> -63727.53   | 80 -> 80   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:38:50 AM -> 12/8/2020 7:54:20 AM   | 
 | 28955 | -42702.75 -> -42702.75 | -63744.31 -> -63744.31   | 80 -> 80   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:38:52 AM -> 12/8/2020 7:54:22 AM   | 
 | 28957 | -42650.1 -> -42650.1   | -63761.69 -> -63761.69   | 80 -> 80   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:38:54 AM -> 12/8/2020 7:54:24 AM   | 
 | 28959 | -42599.04 -> -42599.04 | -63781.02 -> -63781.02   | 81 -> 81   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:38:56 AM -> 12/8/2020 7:54:26 AM   | 
 | 28961 | -42547.91 -> -42547.91 | -63801.18 -> -63801.18   | 81 -> 81   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:38:58 AM -> 12/8/2020 7:54:28 AM   | 
 | 28963 | -42495.66 -> -42495.66 | -63818.27 -> -63818.27   | 79 -> 79   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:00 AM -> 12/8/2020 7:54:30 AM   | 
 | 28965 | -42440.93 -> -42440.93 | -63829.37 -> -63829.37   | 77 -> 77   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:02 AM -> 12/8/2020 7:54:32 AM   | 
 | 28967 | -42386.33 -> -42386.33 | -63835.68 -> -63835.68   | 78 -> 78   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:39:04 AM -> 12/8/2020 7:54:34 AM   | 
 | 28969 | -42333.78 -> -42333.78 | -63851.61 -> -63851.61   | 81 -> 81   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:39:06 AM -> 12/8/2020 7:54:36 AM   | 
 | 28971 | -42284.25 -> -42284.25 | -63876.54 -> -63876.54   | 83 -> 83   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:39:08 AM -> 12/8/2020 7:54:38 AM   | 
 | 28973 | -42237.74 -> -42237.74 | -63905.05 -> -63905.05   | 84 -> 84   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:39:10 AM -> 12/8/2020 7:54:40 AM   | 
 | 28975 | -42192.36 -> -42192.36 | -63934.47 -> -63934.47   | 84 -> 84   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:39:12 AM -> 12/8/2020 7:54:42 AM   | 
 | 28977 | -42146.25 -> -42146.25 | -63965.29 -> -63965.29   | 85 -> 85   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:14 AM -> 12/8/2020 7:54:44 AM   | 
 | 28979 | -42101.3 -> -42101.3   | -63996.98 -> -63996.98   | 85 -> 85   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:39:16 AM -> 12/8/2020 7:54:46 AM   | 
 | 28981 | -42057.14 -> -42057.14 | -64029.75 -> -64029.75   | 85 -> 85   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:18 AM -> 12/8/2020 7:54:48 AM   | 
 | 28983 | -42013.52 -> -42013.52 | -64063.23 -> -64063.23   | 86 -> 86   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:20 AM -> 12/8/2020 7:54:50 AM   | 
 | 28985 | -41971.21 -> -41971.21 | -64099.06 -> -64099.06   | 87 -> 87   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:22 AM -> 12/8/2020 7:54:52 AM   | 
 | 28987 | -41930.8 -> -41930.8   | -64136.35 -> -64136.35   | 87 -> 87   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:24 AM -> 12/8/2020 7:54:54 AM   | 
 | 28989 | -41891.91 -> -41891.91 | -64173.93 -> -64173.93   | 88 -> 88   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:39:26 AM -> 12/8/2020 7:54:56 AM   | 
 | 28991 | -41853 -> -41853       | -64213.12 -> -64213.12   | 87 -> 87   | 87 -> 87   | 0 -> 0 | 12/6/2020 7:39:28 AM -> 12/8/2020 7:54:58 AM   | 
 | 28993 | -41832.08 -> -41832.08 | -64245.1 -> -64245.1     | 97 -> 97   | 61 -> 61   | 0 -> 0 | 12/6/2020 7:39:30 AM -> 12/8/2020 7:55:00 AM   | 
 | 28995 | -41842.7 -> -41842.7   | -64277.55 -> -64277.55   | 10 -> 10   | 66 -> 66   | 0 -> 0 | 12/6/2020 7:39:32 AM -> 12/8/2020 7:55:02 AM   | 
 | 28997 | -41868.89 -> -41868.89 | -64307 -> -64307         | 13 -> 13   | 75 -> 75   | 0 -> 0 | 12/6/2020 7:39:34 AM -> 12/8/2020 7:55:04 AM   | 
 | 28999 | -41900.81 -> -41900.81 | -64338.96 -> -64338.96   | 12 -> 12   | 83 -> 83   | 0 -> 0 | 12/6/2020 7:39:36 AM -> 12/8/2020 7:55:06 AM   | 
 | 29001 | -41930.68 -> -41930.68 | -64375.83 -> -64375.83   | 10 -> 10   | 88 -> 88   | 0 -> 0 | 12/6/2020 7:39:38 AM -> 12/8/2020 7:55:08 AM   | 
 | 29003 | -41954.2 -> -41954.2   | -64419.52 -> -64419.52   | 6 -> 6     | 92 -> 92   | 0 -> 0 | 12/6/2020 7:39:40 AM -> 12/8/2020 7:55:10 AM   | 
 | 29005 | -41968.73 -> -41968.73 | -64470.04 -> -64470.04   | 3 -> 3     | 97 -> 97   | 0 -> 0 | 12/6/2020 7:39:42 AM -> 12/8/2020 7:55:12 AM   | 
 | 29007 | -41974.93 -> -41974.93 | -64523.76 -> -64523.76   | 1 -> 1     | 96 -> 96   | 0 -> 0 | 12/6/2020 7:39:44 AM -> 12/8/2020 7:55:14 AM   | 
 | 29009 | -41978.48 -> -41978.48 | -64576 -> -64576         | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:46 AM -> 12/8/2020 7:55:16 AM   | 
 | 29011 | -41982.23 -> -41982.23 | -64632.59 -> -64632.59   | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:48 AM -> 12/8/2020 7:55:18 AM   | 
 | 29013 | -41985.89 -> -41985.89 | -64687.01 -> -64687.01   | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:50 AM -> 12/8/2020 7:55:20 AM   | 
 | 29015 | -41988.74 -> -41988.74 | -64741.88 -> -64741.88   | 1 -> 1     | 99 -> 99   | 0 -> 0 | 12/6/2020 7:39:52 AM -> 12/8/2020 7:55:22 AM   | 
 | 29017 | -41989.83 -> -41989.83 | -64796.37 -> -64796.37   | 0 -> 0     | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:54 AM -> 12/8/2020 7:55:24 AM   | 
 | 29019 | -41988.23 -> -41988.23 | -64850.94 -> -64850.94   | 99 -> 99   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:39:56 AM -> 12/8/2020 7:55:26 AM   | 
 | 29021 | -41984.42 -> -41984.42 | -64906.7 -> -64906.7     | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:39:58 AM -> 12/8/2020 7:55:28 AM   | 
 | 29023 | -41979.71 -> -41979.71 | -64961.02 -> -64961.02   | 99 -> 99   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:40:00 AM -> 12/8/2020 7:55:30 AM   | 
 | 29025 | -41974.51 -> -41974.51 | -65015.8 -> -65015.8     | 98 -> 98   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:40:02 AM -> 12/8/2020 7:55:32 AM   | 
 | 29027 | -41968.42 -> -41968.42 | -65070.91 -> -65070.91   | 98 -> 98   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:04 AM -> 12/8/2020 7:55:34 AM   | 
 | 29029 | -41960.9 -> -41960.9   | -65124.93 -> -65124.93   | 98 -> 98   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:40:06 AM -> 12/8/2020 7:55:36 AM   | 
 | 29031 | -41951.72 -> -41951.72 | -65179.63 -> -65179.63   | 97 -> 97   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:08 AM -> 12/8/2020 7:55:38 AM   | 
 | 29033 | -41941.61 -> -41941.61 | -65233.68 -> -65233.68   | 97 -> 97   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:10 AM -> 12/8/2020 7:55:40 AM   | 
 | 29035 | -41930.96 -> -41930.96 | -65286.71 -> -65286.71   | 97 -> 97   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:40:12 AM -> 12/8/2020 7:55:42 AM   | 
 | 29037 | -41918.47 -> -41918.47 | -65341.21 -> -65341.21   | 96 -> 96   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:14 AM -> 12/8/2020 7:55:44 AM   | 
 | 29039 | -41904.89 -> -41904.89 | -65394.5 -> -65394.5     | 96 -> 96   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:16 AM -> 12/8/2020 7:55:46 AM   | 
 | 29041 | -41889.38 -> -41889.38 | -65447.74 -> -65447.74   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:40:18 AM -> 12/8/2020 7:55:48 AM   | 
 | 29043 | -41872.32 -> -41872.32 | -65499.05 -> -65499.05   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:40:20 AM -> 12/8/2020 7:55:50 AM   | 
 | 29045 | -41853.5 -> -41853.5   | -65550.24 -> -65550.24   | 94 -> 94   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:22 AM -> 12/8/2020 7:55:52 AM   | 
 | 29047 | -41833.21 -> -41833.21 | -65601.85 -> -65601.85   | 94 -> 94   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:40:24 AM -> 12/8/2020 7:55:54 AM   | 
 | 29049 | -41811.64 -> -41811.64 | -65651.95 -> -65651.95   | 93 -> 93   | 98 -> 98   | 0 -> 0 | 12/6/2020 7:40:26 AM -> 12/8/2020 7:55:56 AM   | 
 | 29051 | -41789.29 -> -41789.29 | -65703.2 -> -65703.2     | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:28 AM -> 12/8/2020 7:55:58 AM   | 
 | 29053 | -41766.67 -> -41766.67 | -65752.84 -> -65752.84   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:30 AM -> 12/8/2020 7:56:00 AM   | 
 | 29055 | -41743.25 -> -41743.25 | -65802.6 -> -65802.6     | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:32 AM -> 12/8/2020 7:56:02 AM   | 
 | 29057 | -41719.61 -> -41719.61 | -65851.76 -> -65851.76   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:34 AM -> 12/8/2020 7:56:04 AM   | 
 | 29059 | -41695.16 -> -41695.16 | -65901.55 -> -65901.55   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:36 AM -> 12/8/2020 7:56:06 AM   | 
 | 29061 | -41670.51 -> -41670.51 | -65950.72 -> -65950.72   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:38 AM -> 12/8/2020 7:56:08 AM   | 
 | 29063 | -41646.01 -> -41646.01 | -65999.97 -> -65999.97   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:40 AM -> 12/8/2020 7:56:10 AM   | 
 | 29065 | -41621.75 -> -41621.75 | -66049.34 -> -66049.34   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:42 AM -> 12/8/2020 7:56:12 AM   | 
 | 29067 | -41597.79 -> -41597.79 | -66099.35 -> -66099.35   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 7:40:44 AM -> 12/8/2020 7:56:14 AM   | 
